"","org_name","funding_type","transaction_amount_usd","funding_date","diversity","transaction_name","org_industry","org_location","org_revenue_range","total_raised_usd","lead_investors","num_investors","cb_rank","women_founded_led","black_founded_led","hispanic_latinx_founded_led","s_asian_founded_led","se_asian_founded_led","e_asian_founded_led","m_eastern_n_african_founded_led","indigenous_founded_led","region","vertical_finance","vertical_health","vertical_transport","vertical_tech","vertical_software","vertical_ecommerce"
"6430","CESPPA","Pre-Seed",1500000,"2018","Middle Eastern / North African Founded","Pre Seed Round - CESPPA","Cyber Security, Information Technology, Internet, Security","California","Less than $1M",7500000,"Mucker Capital",4,23200,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6431","Apisec.ai","Seed",2e+06,"2018",NA,"Seed Round - Apisec.ai","Cyber Security, Developer APIs, Internet, SaaS, Security, Software","California",NA,2e+06,NA,1,26201,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6432","Ono Food Co.","Pre-Seed",3e+06,"2018",NA,"Pre Seed Round - Ono Food Co.","Artificial Intelligence, Industrial Automation, Restaurants, Robotics","California","$1M to $10M",3e+06,"Compound",4,33867,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6433","HealthChampion","Seed",5e+06,"2018",NA,"Seed Round - HealthChampion","Fitness, Health Care, Software","Illinois","$1M to $10M",5e+06,NA,NA,35748,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"6434","Supermedium","Seed",1100000,"2018",NA,"Seed Round - Supermedium","3D Technology, Internet, Software, Virtual Reality","California","$1M to $10M",1100000,"Y Combinator",14,36426,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6435","Snowball Money","Seed",450000,"2018",NA,"Seed Round - Snowball Money","Blockchain, Cryptocurrency, Financial Services, FinTech","California","$1M to $10M",1550000,NA,NA,41787,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6436","Vision Hill Advisors","Seed",250000,"2018",NA,"Seed Round - Vision Hill Advisors","Bitcoin, Blockchain, Financial Services, FinTech, Insurance","New York",NA,250000,NA,NA,48410,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6437","LunaPBC","Seed",2999957,"2018","Women Founded","Seed Round - LunaPBC","Biotechnology, Communities, Fitness, Health Care","California","$1M to $10M",7643707,NA,1,48601,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6438","Protospheric Products","Seed",345000,"2018",NA,"Seed Round - Protospheric Products","CleanTech, Health Care, Personal Health, Product Design","Florida",NA,345000,NA,NA,48748,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6439","Badgewell","Pre-Seed",80000,"2018",NA,"Pre Seed Round - Badgewell","Education, Internet, Software","Delaware",NA,80000,NA,NA,58463,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6440","Neopenda","Pre-Seed",120000,"2018","Women Founded, Women Led","Pre Seed Round - Neopenda","Baby, Crowdfunding, Health Care, Medical Device, Wearables","Illinois","$1M to $10M",2037000,"Techstars Chicago",2,60987,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6441","PitchVantage","Seed",3e+05,"2018",NA,"Seed Round - PitchVantage","Artificial Intelligence, EdTech, Education, Software","Arizona","Less than $1M",1210000,NA,NA,64500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6442","Fanvest Wagering Exchange, Inc.","Pre-Seed",450000,"2018","Hispanic / Latinx Founded, Hispanic / Latinx Led","Pre Seed Round - Fanvest Wagering Exchange, Inc.","Fantasy Sports, Financial Exchanges, Online Games, Sports","District of Columbia",NA,450000,NA,NA,67707,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6443","HelixAI","Seed",20000,"2018",NA,"Seed Round - HelixAI","Artificial Intelligence, Biotechnology, CRM, Health Care, Information Technology, Internet, Life Science, Software","Georgia",NA,20000,"Amazon Alexa Fund",3,68467,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"6444","Conservation Labs","Seed",20000,"2018",NA,"Seed Round - Conservation Labs","Software","Pennsylvania","Less than $1M",4945000,"Amazon Alexa Fund",3,68501,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6445","Dispatch","Seed",2e+06,"2018",NA,"Seed Round - Dispatch","Delivery, Information Technology, Software","Minnesota","$1M to $10M",20950000,"Great North Labs",2,69134,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6446","Berkshire Welco","Seed",6125000,"2018",NA,"Seed Round - Berkshire Welco","Cannabis, Manufacturing, Medical, Pharmaceutical","Massachusetts",NA,15493020,NA,NA,72903,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6447","MetalMaker 3D","Pre-Seed",120000,"2018",NA,"Pre Seed Round - MetalMaker 3D","3D Printing, Machinery Manufacturing, Manufacturing","Connecticut",NA,670000,"Techstars",2,73510,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6448","Trend","Seed",150000,"2018","Hispanic / Latinx Founded, Hispanic / Latinx Led","Seed Round - Trend","Advertising Platforms, Content Delivery Network, Content Marketing, Social Media Marketing","Texas","$1M to $10M",150000,"HATCHER+",2,73552,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6449","SolePower","Seed",150000,"2018","Black / African American Founded, Black / African American Led, Women Founded, Women Led","Seed Round - SolePower","Industrial Engineering, Military, Wearables","Pennsylvania","$1M to $10M",275000,"HATCHER+",2,73566,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6450","CoreWeave","Seed",3e+06,"2018",NA,"Seed Round - CoreWeave","Cloud Computing, Information Technology, Infrastructure, Machine Learning","New York","Less than $1M",5500000,NA,NA,74385,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6451","BigTeam","Pre-Seed",120000,"2018",NA,"Pre Seed Round - BigTeam","Collaboration, SaaS, Software","Georgia","Less than $1M",120000,NA,2,75320,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6452","Commissiontrac","Pre-Seed",20000,"2018",NA,"Pre Seed Round - Commissiontrac","Commercial Real Estate, FinTech, Real Estate, Software","Georgia","Less than $1M",1170000,"Techstars",2,75351,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"6453","ConnectM Technology Solutions","Seed",2500000,"2018",NA,"Seed Round - ConnectM Technology Solutions","Artificial Intelligence, Industrial Automation, Internet of Things, Machine Learning, Software","Massachusetts","$10M to $50M",5400000,NA,NA,75673,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6454","Synlife","Seed",7e+05,"2018",NA,"Seed Round - Synlife","Biotechnology, Health Care, Pharmaceutical","Massachusetts",NA,7e+05,NA,NA,75732,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6455","Cookable","Pre-Seed",75000,"2018",NA,"Pre Seed Round - Cookable","E-Learning, Food and Beverage, Media and Entertainment, Software","Virginia",NA,75000,NA,NA,77330,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6456","Harper Wilde","Seed",3e+06,"2018","Women Founded","Seed Round - Harper Wilde","Consumer Goods, E-Commerce, Fashion, Lingerie, Women's","California","$1M to $10M",6e+06,"CRV",7,79213,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"6457","Tranquil Data","Pre-Seed",1500000,"2018",NA,"Pre Seed Round - Tranquil Data","Data Integration, Software","Massachusetts","$1M to $10M",1500000,NA,2,79435,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6458","OXIO","Seed",1989000,"2018",NA,"Seed Round - OXIO","Blockchain, Cloud Data Services, Information Technology, Mobile, Mobile Devices, SaaS, Stock Exchanges, Telecommunications, Wireless","New York","$1M to $10M",29126630,"FinTech Collective",1,80411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6459","Aerotronic","Pre-Seed",120000,"2018",NA,"Pre Seed Round - Aerotronic","Artificial Intelligence, Computer, Drones, Logistics, Software","Indiana","$1M to $10M",170000,NA,2,81251,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE
"6460","Dobby","Pre-Seed",120000,"2018",NA,"Pre Seed Round - Dobby","Artificial Intelligence, Big Data, Blockchain, Consumer, Home Services, Insurance, InsurTech, Real Estate","District of Columbia","$1M to $10M",3670000,"Techstars",2,81194,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"6461","Buddy","Pre-Seed",685000,"2018",NA,"Pre Seed Round - Buddy","Insurance, InsurTech","Virginia",NA,685000,NA,2,81253,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6462","Speeko","Pre-Seed",1e+05,"2018",NA,"Pre Seed Round - Speeko","Computer, Information Technology, Machine Learning, Telecommunications","Illinois","$1M to $10M",1e+05,"Techstars Chicago",2,81178,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6463","FitBliss","Pre-Seed",120000,"2018",NA,"Pre Seed Round - FitBliss","Artificial Intelligence, Customer Service, Employee Benefits, Health Care, InsurTech, Machine Learning, Productivity Tools, SaaS, Sales, Wellness","California","$1M to $10M",380000,NA,2,81180,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"6464","Presence AI","Seed",20000,"2018",NA,"Seed Round - Presence AI","Artificial Intelligence, Messaging, SaaS","California",NA,20000,"Amazon Alexa Fund",2,81199,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6465","Left Hand Robotics","Seed",3700000,"2018",NA,"Seed Round - Left Hand Robotics","Machinery Manufacturing, Robotics","Colorado","$10M to $50M",8850000,NA,6,84321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6466","Amply Power","Seed",1250000,"2018",NA,"Seed Round - Amply Power","Electric Vehicle, Renewable Energy, Transportation","California","Less than $1M",16150000,"Obvious Ventures",3,84487,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6467","Innovest Global","Seed",142500,"2018",NA,"Seed Round - Innovest Global","Financial Services, Information Technology","Ohio","$10M to $50M",142500,NA,NA,86002,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",TRUE,FALSE,FALSE,TRUE,FALSE,FALSE
"6468","PatientsVoices","Seed",225000,"2018","Women Founded, Women Led","Seed Round - PatientsVoices","Health Care, Medical","Kansas","Less than $1M",495000,"Missouri Technology Corporation, National Science Foundation",2,88533,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6469","New Age Meats","Pre-Seed",250000,"2018",NA,"Pre Seed Round - New Age Meats","Biotechnology, Food and Beverage","California",NA,4990000,"SOSV",3,88761,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6470","CleanRobotics","Seed",5e+05,"2018",NA,"Seed Round - CleanRobotics","Artificial Intelligence, Machine Learning, Product Design, Recycling, Robotics, Waste Management","Pennsylvania","$1M to $10M",5e+05,NA,2,91346,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6471","The Ambia Fund","Seed",150000,"2018",NA,"Seed Round - The Ambia Fund","Bitcoin, Blockchain, Cryptocurrency","Virginia","Less than $1M",150000,"Mark Galant",1,91798,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6472","Sell with AMI","Seed",5248000,"2018","Women Founded, Women Led","Seed Round - Sell with AMI","Apps, Mobile","California","Less than $1M",5248000,NA,3,96483,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6473","Panda Money","Seed",130000,"2018",NA,"Seed Round - Panda Money","Financial Services","New York",NA,230000,NA,1,97181,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6474","Cell-Ed","Seed",1550000,"2018","Women Founded, Women Led","Seed Round - Cell-Ed","Continuing Education, Corporate Training, EdTech, Information and Communications Technology (ICT), Messaging, Mobile Apps, PaaS, SMS, Training, Vocational Education","California","Less than $1M",1800000,"Lumina Impact Ventures",5,99507,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6475","Cura Digital Health Solutions, Inc","Seed",1475000,"2018",NA,"Seed Round - Cura Digital Health Solutions, Inc","Health Care, Information Technology, Software","Oklahoma","Less than $1M",1475000,NA,NA,102411,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"6476","ZenYala","Seed",1e+05,"2018",NA,"Seed Round - ZenYala","Information Technology, Internet, Software","Texas",NA,1e+05,"Sputnik ATX",1,103261,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6477","Traxen","Seed",3e+06,"2018",NA,"Seed Round - Traxen","Autonomous Vehicles, Transportation","Michigan","$1M to $10M",3e+06,"eLab Ventures",1,104498,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"6478","Modumate","Seed",1500000,"2018",NA,"Seed Round - Modumate","Architecture, Construction, Software","California","$1M to $10M",5500197,NA,4,108029,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6479","LinkGear Foundation, LLC","Seed",50000,"2018",NA,"Seed Round - LinkGear Foundation, LLC","Blockchain, Consulting, FinTech, Information Technology, Software","Maryland",NA,50000,NA,NA,111351,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,TRUE,TRUE,FALSE
"6480","iFresh, Inc.","Seed",5e+05,"2018",NA,"Seed Round - iFresh, Inc.","Agriculture, E-Commerce, Food and Beverage, Retail","New York","$10M to $50M",5e+05,"TRITON FUNDS LLC",1,113661,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"6481","ColdQuanta","Seed",6750000,"2018",NA,"Seed Round - ColdQuanta","Electronics, Mechanical Design, Mechanical Engineering, Quantum Computing, Software","Colorado","$1M to $10M",51550000,"Maverick Ventures",2,355446,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6482","Zorroa","Seed",7e+06,"2018","Women Founded","Seed Round - Zorroa","Enterprise Software, Media and Entertainment, Software, Visual Search","California","$1M to $10M",9200000,"Gradient Ventures",1,115955,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6483","XworX Inc.","Seed",5e+05,"2018",NA,"Seed Round - XworX Inc.","Apps, Assistive Technology, Operating Systems, Product Management, Service Industry, Travel","California","Less than $1M",5e+05,NA,NA,360856,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE
"6484","Dorna Therapeutics","Seed",3e+05,"2018",NA,"Seed Round - Dorna Therapeutics","Biotechnology, Health Care, Therapeutics","Massachusetts",NA,3e+05,NA,NA,281397,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6485","Altitude Networks","Seed",2e+06,"2018",NA,"Seed Round - Altitude Networks","Internet, Security, Software","California","$1M to $10M",1.1e+07,"Accomplice",2,281418,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6486","swivl.ai","Seed",150000,"2018","Hispanic / Latinx Founded, Hispanic / Latinx Led","Seed Round - swivl.ai","Artificial Intelligence, IaaS, SaaS, Software","Colorado",NA,150000,"Quake Capital Partners",1,282713,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6487","TuSion","Seed",130000,"2018",NA,"Seed Round - TuSion","B2B, B2C, Gaming, Health Diagnostics, Neuroscience, Personal Health, Wellness","New York","Less than $1M",130000,"Starta Ventures",1,283917,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6488","Fohlio","Seed",150000,"2018","Women Founded, Women Led","Seed Round - Fohlio","Architecture, Interior Design, Software","New York",NA,2e+05,NA,1,364042,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6489","automed","Seed",4e+05,"2018",NA,"Seed Round - automed","AgTech, Livestock, Medical Device, Pharmaceutical, Software","Iowa","Less than $1M",750000,"Ames Seed Capital",1,286384,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"6490","AirCoHosts","Pre-Seed",30000,"2018",NA,"Pre Seed Round - AirCoHosts","Financial Services","Texas",NA,40000,"BUYOVERCHAT TECHNOLOGIES LIMITED",1,286528,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6491","BlockMint","Seed",5063320,"2018",NA,"Seed Round - BlockMint","Artificial Intelligence, Blockchain, Cryptocurrency, Machine Learning","Oregon","Less than $1M",5063320,NA,NA,287170,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6492","Rever","Seed",2249999,"2018","Hispanic / Latinx Founded, Hispanic / Latinx Led","Seed Round - Rever","Enterprise Software, Innovation Management, SaaS, Software","California","Less than $1M",3999999,"Zetta Venture Partners",1,289587,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6493","Boom Credit","Seed",5e+06,"2018",NA,"Seed Round - Boom Credit","Financial Services, Lending","Florida","$1M to $10M",5e+06,NA,NA,290229,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6494","Small Data Tech","Seed",7e+05,"2018",NA,"Seed Round - Small Data Tech","Hardware, Information Technology","Nebraska",NA,7e+05,"Invest Nebraska",1,163321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6495","Poffit Technologies","Seed",15000,"2018",NA,"Seed Round - Poffit Technologies","Information Services, Information Technology","New York",NA,15000,NA,NA,299037,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"6496","NPX","Seed",8e+05,"2018","Women Founded","Seed Round - NPX","Finance, Financial Services, Non Profit","California","Less than $1M",3214610,NA,NA,299617,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"6497","involve.ai","Seed",2500000,"2018","Women Founded","Seed Round - involve.ai","Analytics, Artificial Intelligence, Enterprise Software, Information Technology, Software","California","Less than $1M",2500000,"Bonfire Ventures",6,184174,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6498","3DLOOK","Seed",1e+06,"2018","Women Founded","Seed Round - 3DLOOK","3D Technology, Artificial Intelligence, Computer Vision, Machine Learning, Retail Technology","California","Less than $1M",4655000,"u.ventures",2,190533,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"West",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE
"6499","Laso Concepts","Seed",5e+05,"2018",NA,"Seed Round - Laso Concepts","Billing, CRM, Enterprise Applications, Health Care, Information Technology, Software","California",NA,5e+05,NA,NA,310666,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,TRUE,TRUE,FALSE
"6500","Mobile Cuts","Pre-Seed",50000,"2018",NA,"Pre Seed Round - Mobile Cuts","B2B, Beauty, Internet, Mobile, Personal Health","Massachusetts",NA,50000,NA,NA,194631,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6501","BrainKey","Pre-Seed",2e+05,"2018",NA,"Pre Seed Round - BrainKey","Analytics, Artificial Intelligence, Health Care, Health Diagnostics, Image Recognition, Machine Learning, Neuroscience, Pharmaceutical","California",NA,2e+05,"Amino Capital, Y Combinator",2,194701,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,TRUE,FALSE
"6502","DeskViz","Seed",157000,"2018",NA,"Seed Round - DeskViz","Blockchain, Cryptocurrency, Enterprise Applications, Enterprise Software, Information Technology, Mobile Apps, Software, Software Engineering","Illinois",NA,157000,NA,NA,196001,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Midwest",FALSE,FALSE,FALSE,TRUE,TRUE,FALSE
"6503","Nitrome Biosciences","Seed",104584,"2018","Women Founded","Seed Round - Nitrome Biosciences","Biotechnology, Health Care, Therapeutics","Mississippi","Less than $1M",38104584,NA,NA,351742,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,TRUE,FALSE,FALSE
"6504","Dalent Medical","Seed",1e+06,"2018","Hispanic / Latinx Founded, Hispanic / Latinx Led","Seed Round - Dalent Medical","Health Care, Medical","Florida","Less than $1M",2500000,NA,NA,352805,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"South",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6505","Radiance Therapeutics","Seed",1e+06,"2018",NA,"Seed Round - Radiance Therapeutics","Health Care, Therapeutics","Arizona",NA,7186350,NA,NA,316592,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6506","TrialJectory","Pre-Seed",20000,"2018","Women Founded","Pre Seed Round - TrialJectory","Communities, Health Care, Marketplace","New York",NA,2720000,NA,1,354198,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,"Northeast",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"6507","Stuff","Pre-Seed",250000,"2018",NA,"Pre Seed Round - Stuff","Consumer Applications","New York",NA,2485000,NA,1,211107,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Northeast",FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
"6508","Lumitron Technologies","Seed",25098845,"2018",NA,"Seed Round - Lumitron Technologies","Health Care, Hospital, Image Recognition, Medical, Medical Device, Telecommunications","California","Less than $1M",59098845,NA,5,213945,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"West",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
